Unique ID,Player Name,Fangraphs Name,Fangraphs Link,DOB,Owner
pere9261996,Mayky Perez,Mayky Perez ,https://www.fangraphs.com/players/mayky-perez/sa829767/stats?position=P,9/26/1996,TOR
bell7212000,Micah Bello,Micah Bello ,https://www.fangraphs.com/players/micah-bello/sa3006883/stats?position=OF,7/21/2000,TOR
sier1221997,Miguel Angel Sierra,Miguelangel Sierra ,https://www.fangraphs.com/players/miguelangel-sierra/sa872750/stats?position=2B/SS,12/2/1997,TOR
lope582001,Misael Lopez,Misael Lopez ,https://www.fangraphs.com/players/misael-lopez/sa3008659/stats?position=P,5/8/2001,TOR
deck1021999,Nick Decker,Nick Decker ,https://www.fangraphs.com/players/nicholas-decker/sa3008590/stats?position=OF,10/2/1999,TOR
pera4201997,Ofelky Peralta,Ofelky Peralta ,https://www.fangraphs.com/players/ofelky-peralta/sa828239/stats?position=P,4/20/1997,TOR
cabr311999,Oswaldo Cabrera,Oswaldo Cabrera ,https://www.fangraphs.com/players/oswaldo-cabrera/sa916954/stats?position=2B/3B/SS,3/1/1999,TOR
hern11111997,Ronaldo Hernandez,Ronaldo Hernández ,https://www.fangraphs.com/players/ronaldo-hernandez/sa881850/stats?position=C,11/11/1997,TOR
bann4221996,Rylan Bannon,Rylan Bannon ,https://www.fangraphs.com/players/rylan-bannon/sa3004162/stats?position=2B/3B,4/22/1996,TOR
howa351993,Sam Howard,Sam Howard ,https://www.fangraphs.com/players/sam-howard/16265/stats?position=P,3/5/1993,TOR
sasa712000,Shane Sasaki,Shane Sasaki ,https://www.fangraphs.com/players/shane-sasaki/sa3011754/stats?position=OF,7/1/2000,TOR
walk7301996,Steele Walker,Steele Walker ,https://www.fangraphs.com/players/steele-walker/sa3008306/stats?position=OF,7/30/1996,TOR
alem4121995,Stephen Alemais,Stephen Alemais ,https://www.fangraphs.com/players/stephen-alemais/sa874070/stats?position=2B/SS,4/12/1995,TOR
vavr5121997,Terrin Vavra,Terrin Vavra ,https://www.fangraphs.com/players/terrin-vavra/sa3007643/stats?position=2B/SS,5/12/1997,TOR
loce7291998,Tony Locey,Tony Locey ,https://www.fangraphs.com/players/anthony-locey/sa3011123/stats?position=P,7/29/1998,TOR
tor6102004,Victor Acosta TOR,Victor Acosta ,https://www.fangraphs.com/players/victor-acosta/sa3015705/stats?position=SS,6/10/2004,TOR
garc9161999,Victor Garcia,Victor Garcia ,https://www.fangraphs.com/players/victor-garcia/sa3003196/stats?position=OF,9/16/1999,TOR
diaz1071996,Yusniel Diaz,Yusniel Diaz ,https://www.fangraphs.com/players/yusniel-diaz/sa912848/stats?position=OF,10/7/1996,TOR
